rank,pair,session,event_start,event_peak_time,event_end,long_exchange_at_peak,short_exchange_at_peak,peak_spread_bps,gross_convergence_bps,funding_advantage_bps_during_event,combined_gross_bps,net_10bps,net_20bps,net_40bps,net_80bps,duration_minutes,data_quality,warnings
2598,binance/okx,KRX_FULLY_CLOSED,2026-06-15 21:47:00+00:00,2026-06-15 21:48:00+00:00,2026-06-15 21:48:00+00:00,okx,binance,25.531275812870312,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2599,binance/okx,KRX_REGULAR_EARLIER,2026-06-17 00:25:00+00:00,2026-06-17 00:26:00+00:00,2026-06-17 00:26:00+00:00,okx,binance,28.018700121204773,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2600,binance/okx,KRX_REGULAR_EARLIER,2026-06-17 02:31:00+00:00,2026-06-17 02:32:00+00:00,2026-06-17 02:32:00+00:00,okx,binance,22.37793710424448,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2601,binance/okx,KRX_REGULAR_EARLIER,2026-06-17 05:14:00+00:00,2026-06-17 05:15:00+00:00,2026-06-17 05:15:00+00:00,okx,binance,26.38594118410619,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2602,binance/okx,KRX_OFFICIAL_AFTER_HOURS,2026-06-17 08:45:00+00:00,2026-06-17 08:46:00+00:00,2026-06-17 08:46:00+00:00,okx,binance,21.707648166791643,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2603,binance/okx,KRX_FULLY_CLOSED,2026-06-17 20:00:00+00:00,2026-06-17 20:01:00+00:00,2026-06-17 20:01:00+00:00,okx,binance,25.18768795388027,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2604,binance/okx,KRX_FULLY_CLOSED,2026-06-17 20:13:00+00:00,2026-06-17 20:14:00+00:00,2026-06-17 20:14:00+00:00,okx,binance,23.11670360572978,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2605,binance/okx,KRX_FULLY_CLOSED,2026-06-18 13:19:00+00:00,2026-06-18 13:20:00+00:00,2026-06-18 13:20:00+00:00,okx,binance,23.12911684122015,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2606,binance/okx,KRX_FULLY_CLOSED,2026-06-19 09:07:00+00:00,2026-06-19 09:08:00+00:00,2026-06-19 09:08:00+00:00,binance,okx,21.425331081486465,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2607,binance/okx,KRX_FULLY_CLOSED,2026-06-19 12:56:00+00:00,2026-06-19 12:57:00+00:00,2026-06-19 12:57:00+00:00,okx,binance,22.600473845684075,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2608,binance/okx,KRX_FULLY_CLOSED,2026-06-19 13:29:00+00:00,2026-06-19 13:30:00+00:00,2026-06-19 13:30:00+00:00,okx,binance,24.34274252842534,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2609,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-06-20 15:58:00+00:00,2026-06-20 15:59:00+00:00,2026-06-20 15:59:00+00:00,okx,binance,25.35363032294163,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2610,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-06-21 13:44:00+00:00,2026-06-21 13:45:00+00:00,2026-06-21 13:45:00+00:00,okx,binance,23.893396317115847,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2611,binance/okx,KRX_FULLY_CLOSED,2026-06-22 23:49:00+00:00,2026-06-22 23:50:00+00:00,2026-06-22 23:50:00+00:00,okx,binance,24.23638481993721,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2612,binance/okx,PRE_CLOSE_BASELINE,2026-06-23 06:03:00+00:00,2026-06-23 06:04:00+00:00,2026-06-23 06:04:00+00:00,binance,okx,23.13129652678331,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2613,binance/okx,KRX_FULLY_CLOSED,2026-06-23 16:46:00+00:00,2026-06-23 16:47:00+00:00,2026-06-23 16:47:00+00:00,okx,binance,20.53109014305228,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2614,binance/okx,KRX_FULLY_CLOSED,2026-06-23 17:03:00+00:00,2026-06-23 17:04:00+00:00,2026-06-23 17:04:00+00:00,okx,binance,23.804414020022666,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2615,binance/okx,KRX_FULLY_CLOSED,2026-06-23 17:13:00+00:00,2026-06-23 17:14:00+00:00,2026-06-23 17:14:00+00:00,okx,binance,21.53595184199925,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2616,binance/okx,KRX_FULLY_CLOSED,2026-06-23 17:59:00+00:00,2026-06-23 18:00:00+00:00,2026-06-23 18:00:00+00:00,okx,binance,20.71962207409337,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2617,binance/okx,KRX_FULLY_CLOSED,2026-06-23 18:45:00+00:00,2026-06-23 18:46:00+00:00,2026-06-23 18:46:00+00:00,okx,binance,24.10497177745001,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2618,binance/okx,KRX_FULLY_CLOSED,2026-06-24 22:00:00+00:00,2026-06-24 22:01:00+00:00,2026-06-24 22:01:00+00:00,okx,binance,25.67284469530147,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2619,binance/okx,KRX_FULLY_CLOSED,2026-06-25 15:45:00+00:00,2026-06-25 15:46:00+00:00,2026-06-25 15:46:00+00:00,okx,binance,21.42974597263975,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2620,binance/okx,KRX_FULLY_CLOSED,2026-06-25 16:35:00+00:00,2026-06-25 16:36:00+00:00,2026-06-25 16:36:00+00:00,okx,binance,27.80379018805797,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2621,binance/okx,KRX_REGULAR_EARLIER,2026-06-29 00:39:00+00:00,2026-06-29 00:40:00+00:00,2026-06-29 00:40:00+00:00,binance,okx,32.84275880772229,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2622,binance/okx,PRE_CLOSE_BASELINE,2026-06-29 06:02:00+00:00,2026-06-29 06:03:00+00:00,2026-06-29 06:03:00+00:00,binance,okx,23.552970225334256,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2623,binance/okx,KRX_FULLY_CLOSED,2026-06-30 12:47:00+00:00,2026-06-30 12:48:00+00:00,2026-06-30 12:48:00+00:00,okx,binance,23.93146887964837,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2624,binance/okx,KRX_FULLY_CLOSED,2026-06-30 20:24:00+00:00,2026-06-30 20:25:00+00:00,2026-06-30 20:25:00+00:00,okx,binance,45.16573635798996,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2625,binance/okx,KRX_REGULAR_EARLIER,2026-07-01 02:04:00+00:00,2026-07-01 02:05:00+00:00,2026-07-01 02:05:00+00:00,binance,okx,24.38977515815161,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2626,binance/okx,KRX_FULLY_CLOSED,2026-07-01 19:13:00+00:00,2026-07-01 19:14:00+00:00,2026-07-01 19:14:00+00:00,okx,binance,21.20771006927084,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2627,binance/okx,KRX_FULLY_CLOSED,2026-07-02 16:30:00+00:00,2026-07-02 16:31:00+00:00,2026-07-02 16:31:00+00:00,okx,binance,40.2598162131735,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2628,binance/okx,KRX_FULLY_CLOSED,2026-07-02 16:49:00+00:00,2026-07-02 16:50:00+00:00,2026-07-02 16:50:00+00:00,okx,binance,30.048810461786907,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2629,binance/okx,KRX_REGULAR_EARLIER,2026-07-03 01:45:00+00:00,2026-07-03 01:46:00+00:00,2026-07-03 01:46:00+00:00,okx,binance,22.90779442803513,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2630,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-03 21:22:00+00:00,2026-07-03 21:23:00+00:00,2026-07-03 21:23:00+00:00,okx,binance,21.55553891047547,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2631,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-05 04:04:00+00:00,2026-07-05 04:05:00+00:00,2026-07-05 04:05:00+00:00,okx,binance,21.23317601173568,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2632,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-05 05:10:00+00:00,2026-07-05 05:11:00+00:00,2026-07-05 05:11:00+00:00,okx,binance,21.11827783850451,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2633,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-05 09:44:00+00:00,2026-07-05 09:45:00+00:00,2026-07-05 09:45:00+00:00,okx,binance,20.655833722394952,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2634,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-05 10:47:00+00:00,2026-07-05 10:48:00+00:00,2026-07-05 10:48:00+00:00,okx,binance,20.37498705512,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2635,binance/okx,KRX_FULLY_CLOSED,2026-07-06 14:16:00+00:00,2026-07-06 14:17:00+00:00,2026-07-06 14:17:00+00:00,okx,binance,20.92701012076581,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2636,binance/okx,KRX_REGULAR_EARLIER,2026-07-07 01:19:00+00:00,2026-07-07 01:20:00+00:00,2026-07-07 01:20:00+00:00,binance,okx,25.11299135415184,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2637,binance/okx,KRX_REGULAR_EARLIER,2026-07-07 02:41:00+00:00,2026-07-07 02:42:00+00:00,2026-07-07 02:42:00+00:00,binance,okx,21.23369864055869,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2638,binance/okx,KRX_FULLY_CLOSED,2026-07-07 15:56:00+00:00,2026-07-07 15:57:00+00:00,2026-07-07 15:57:00+00:00,okx,binance,28.866133972291674,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2639,binance/okx,KRX_FULLY_CLOSED,2026-07-07 16:08:00+00:00,2026-07-07 16:09:00+00:00,2026-07-07 16:09:00+00:00,okx,binance,24.4546916400622,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2640,binance/okx,KRX_FULLY_CLOSED,2026-07-08 14:50:00+00:00,2026-07-08 14:51:00+00:00,2026-07-08 14:51:00+00:00,okx,binance,23.46443849884804,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2641,binance/okx,KRX_REGULAR_EARLIER,2026-07-09 01:24:00+00:00,2026-07-09 01:25:00+00:00,2026-07-09 01:25:00+00:00,okx,binance,22.715884416235784,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2642,binance/okx,KRX_REGULAR_EARLIER,2026-07-09 01:38:00+00:00,2026-07-09 01:39:00+00:00,2026-07-09 01:39:00+00:00,okx,binance,24.331227315498666,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2643,binance/okx,KRX_FULLY_CLOSED,2026-07-10 10:22:00+00:00,2026-07-10 10:23:00+00:00,2026-07-10 10:23:00+00:00,okx,binance,22.373150824482877,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2644,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-10 22:09:00+00:00,2026-07-10 22:10:00+00:00,2026-07-10 22:10:00+00:00,okx,binance,21.543255876973536,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2645,binance/okx,KRX_FULLY_CLOSED,2026-07-12 23:12:00+00:00,2026-07-12 23:13:00+00:00,2026-07-12 23:13:00+00:00,okx,binance,25.951659668119436,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2646,binance/okx,KRX_REGULAR_EARLIER,2026-07-13 01:22:00+00:00,2026-07-13 01:23:00+00:00,2026-07-13 01:23:00+00:00,okx,binance,20.822023751981305,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2647,binance/okx,KRX_REGULAR_EARLIER,2026-07-15 00:30:00+00:00,2026-07-15 00:31:00+00:00,2026-07-15 00:31:00+00:00,okx,binance,27.47243193618081,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2648,binance/okx,KRX_REGULAR_EARLIER,2026-07-16 02:18:00+00:00,2026-07-16 02:19:00+00:00,2026-07-16 02:19:00+00:00,binance,okx,22.687149008235423,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2649,binance/okx,KRX_FULLY_CLOSED,2026-07-16 10:43:00+00:00,2026-07-16 10:44:00+00:00,2026-07-16 10:44:00+00:00,okx,binance,21.962228197238574,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2650,binance/okx,KRX_FULLY_CLOSED,2026-07-16 10:58:00+00:00,2026-07-16 10:59:00+00:00,2026-07-16 10:59:00+00:00,okx,binance,21.83476222586157,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2651,binance/okx,KRX_FULLY_CLOSED,2026-07-16 11:25:00+00:00,2026-07-16 11:26:00+00:00,2026-07-16 11:26:00+00:00,okx,binance,23.02422373749084,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2652,binance/okx,KRX_FULLY_CLOSED,2026-07-17 09:45:00+00:00,2026-07-17 09:46:00+00:00,2026-07-17 09:46:00+00:00,okx,binance,22.492141470151985,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
2653,binance/okx,KRX_FULLY_CLOSED,2026-07-17 13:51:00+00:00,2026-07-17 13:52:00+00:00,2026-07-17 13:52:00+00:00,okx,binance,23.512047779227096,0.0,0.0,0.0,-10.0,-20.0,-40.0,-80.0,2,strict_joint_window,历史分钟代理；无真实BBO
